date,fiscal_year,product_code,customer_code,sold_quantity,forecast_quantity
2018-03-01,2018,A2218150201,70006157,62,69
2018-03-01,2018,A2218150201,70007199,130,235
2018-03-01,2018,A2218150201,70008169,36,176
2018-03-01,2018,A2218150201,70011193,86,29
2018-03-01,2018,A2218150201,70013125,5,6
2018-03-01,2018,A2218150201,70016177,7,4
2018-03-01,2018,A2218150201,70022084,168,142
2018-03-01,2018,A2218150201,70022085,85,94
2018-03-01,2018,A2218150201,70023031,8,10
2018-03-01,2018,A2218150201,70023032,15,32
2018-03-01,2018,A2218150201,70027208,86,72
2018-03-01,2018,A2218150201,80001019,68,136
2018-03-01,2018,A2218150201,80006155,149,90
2018-03-01,2018,A2218150201,80007195,1080,180
2018-03-01,2018,A2218150201,80007196,775,1132
2018-03-01,2018,A2218150201,90001020,6,46
2018-03-01,2018,A2218150201,90001021,8,23
2018-03-01,2018,A2218150201,90002001,261,568
2018-03-01,2018,A2218150201,90002003,177,868
2018-03-01,2018,A2218150201,90002004,127,426
2018-03-01,2018,A2218150201,90002005,380,908
2018-03-01,2018,A2218150201,90002007,227,942
2018-03-01,2018,A2218150201,90002008,747,1061
2018-03-01,2018,A2218150201,90002009,734,776
2018-03-01,2018,A2218150201,90002011,246,826
2018-03-01,2018,A2218150201,90002012,215,730
2018-03-01,2018,A2218150201,90002013,206,510
2018-03-01,2018,A2218150201,90002015,405,548
2018-03-01,2018,A2218150201,90002016,78,665
2018-03-01,2018,A2218150201,90003179,173,109
2018-03-01,2018,A2218150201,90003180,133,32
2018-03-01,2018,A2218150201,90006153,57,68
2018-03-01,2018,A2218150201,90006156,51,26
2018-03-01,2018,A2218150201,90007197,139,132
2018-03-01,2018,A2218150201,90008164,23,116
2018-03-01,2018,A2218150201,90008165,137,288
2018-03-01,2018,A2218150201,90008167,149,61
2018-03-01,2018,A2218150201,90008168,87,286
2018-03-01,2018,A2218150201,90011185,85,92
2018-03-01,2018,A2218150201,90011187,25,23
2018-03-01,2018,A2218150201,90011188,38,82
2018-03-01,2018,A2218150201,90011189,54,53
2018-03-01,2018,A2218150201,90011191,88,54
2018-03-01,2018,A2218150201,90011192,94,23
2018-03-01,2018,A2218150201,90013116,24,12
2018-03-01,2018,A2218150201,90013117,10,15
2018-03-01,2018,A2218150201,90013119,3,28
2018-03-01,2018,A2218150201,90013120,19,24
2018-03-01,2018,A2218150201,90013121,26,8
2018-03-01,2018,A2218150201,90013123,25,14
2018-03-01,2018,A2218150201,90013124,20,24
2018-03-01,2018,A2218150201,90016171,7,10
2018-03-01,2018,A2218150201,90016172,3,7
2018-03-01,2018,A2218150201,90016173,7,8
2018-03-01,2018,A2218150201,90016175,10,2
2018-03-01,2018,A2218150201,90016176,3,7
2018-03-01,2018,A2218150201,90022071,62,26
2018-03-01,2018,A2218150201,90022072,287,144
2018-03-01,2018,A2218150201,90022073,138,226
2018-03-01,2018,A2218150201,90022075,269,162
2018-03-01,2018,A2218150201,90022076,175,170
2018-03-01,2018,A2218150201,90022077,221,133
2018-03-01,2018,A2218150201,90022079,240,163
2018-03-01,2018,A2218150201,90022080,181,27
2018-03-01,2018,A2218150201,90022081,464,146
2018-03-01,2018,A2218150201,90022083,175,164
2018-03-01,2018,A2218150201,90023023,39,37
2018-03-01,2018,A2218150201,90023024,11,48
2018-03-01,2018,A2218150201,90023025,6,32
2018-03-01,2018,A2218150201,90023027,33,14
2018-03-01,2018,A2218150201,90023028,13,15
2018-03-01,2018,A2218150201,90023029,23,26
2018-03-01,2018,A2218150201,90027207,57,80
2018-03-01,2018,A2218150202,70002017,162,381
2018-03-01,2018,A2218150202,70003181,85,95
2018-03-01,2018,A2218150202,70006157,32,77
2018-03-01,2018,A2218150202,70007199,76,195
2018-03-01,2018,A2218150202,70008169,47,98
2018-03-01,2018,A2218150202,70011193,82,47
2018-03-01,2018,A2218150202,70013125,26,21
2018-03-01,2018,A2218150202,70016177,8,6
2018-03-01,2018,A2218150202,70022084,125,155
2018-03-01,2018,A2218150202,70022085,88,91
2018-03-01,2018,A2218150202,70023031,29,20
2018-03-01,2018,A2218150202,70023032,34,6
2018-03-01,2018,A2218150202,70027208,22,66
2018-03-01,2018,A2218150202,80001019,18,115
2018-03-01,2018,A2218150202,80006155,57,233
2018-03-01,2018,A2218150202,80007195,190,1152
2018-03-01,2018,A2218150202,80007196,953,1141
2018-03-01,2018,A2218150202,90001020,4,5
2018-03-01,2018,A2218150202,90001021,8,29
2018-03-01,2018,A2218150202,90002001,127,343
2018-03-01,2018,A2218150202,90002003,259,997
2018-03-01,2018,A2218150202,90002004,560,936
2018-03-01,2018,A2218150202,90002005,380,631
2018-03-01,2018,A2218150202,90002007,300,145
2018-03-01,2018,A2218150202,90002008,164,736
2018-03-01,2018,A2218150202,90002009,596,688
2018-03-01,2018,A2218150202,90002011,397,639
2018-03-01,2018,A2218150202,90002012,394,255
2018-03-01,2018,A2218150202,90002013,344,1032
2018-03-01,2018,A2218150202,90002015,414,239
2018-03-01,2018,A2218150202,90002016,485,536
2018-03-01,2018,A2218150202,90003179,122,64
2018-03-01,2018,A2218150202,90003180,137,21
2018-03-01,2018,A2218150202,90006153,75,61
2018-03-01,2018,A2218150202,90006156,56,12
2018-03-01,2018,A2218150202,90007197,280,76
2018-03-01,2018,A2218150202,90008164,22,128
2018-03-01,2018,A2218150202,90008165,153,38
2018-03-01,2018,A2218150202,90008167,55,133
2018-03-01,2018,A2218150202,90008168,166,170
2018-03-01,2018,A2218150202,90011185,108,85
2018-03-01,2018,A2218150202,90011187,86,13
2018-03-01,2018,A2218150202,90011188,22,51
2018-03-01,2018,A2218150202,90011189,101,53
2018-03-01,2018,A2218150202,90011191,96,97
2018-03-01,2018,A2218150202,90011192,12,65
2018-03-01,2018,A2218150202,90013116,3,17
2018-03-01,2018,A2218150202,90013117,19,14
2018-03-01,2018,A2218150202,90013119,26,8
2018-03-01,2018,A2218150202,90013120,23,19
2018-03-01,2018,A2218150202,90013121,16,10
2018-03-01,2018,A2218150202,90013123,13,18
2018-03-01,2018,A2218150202,90013124,13,12
2018-03-01,2018,A2218150202,90016171,10,10
2018-03-01,2018,A2218150202,90016172,4,6
2018-03-01,2018,A2218150202,90016173,3,6
2018-03-01,2018,A2218150202,90016175,2,8
2018-03-01,2018,A2218150202,90016176,5,3
2018-03-01,2018,A2218150202,90022071,212,150
2018-03-01,2018,A2218150202,90022072,68,44
2018-03-01,2018,A2218150202,90022073,261,99
2018-03-01,2018,A2218150202,90022075,186,208
2018-03-01,2018,A2218150202,90022076,73,114
2018-03-01,2018,A2218150202,90022077,181,24
2018-03-01,2018,A2218150202,90022079,109,112
2018-03-01,2018,A2218150202,90022080,251,204
2018-03-01,2018,A2218150202,90022081,317,297
2018-03-01,2018,A2218150202,90022083,63,165
2018-03-01,2018,A2218150202,90023023,17,47
2018-03-01,2018,A2218150202,90023024,22,13
2018-03-01,2018,A2218150202,90023025,38,26
2018-03-01,2018,A2218150202,90023027,10,35
2018-03-01,2018,A2218150202,90023028,21,9
2018-03-01,2018,A2218150202,90023029,20,9
2018-03-01,2018,A2218150202,90027207,10,56
2018-03-01,2018,A2219150203,70002017,449,879
2018-03-01,2018,A2219150203,70003181,79,64
2018-03-01,2018,A2219150203,70006157,14,18
2018-03-01,2018,A2219150203,70007199,247,236
2018-03-01,2018,A2219150203,70008169,100,156
2018-03-01,2018,A2219150203,70011193,102,33
2018-03-01,2018,A2219150203,70013125,23,4
2018-03-01,2018,A2219150203,70016177,9,11
2018-03-01,2018,A2219150203,70022084,91,87
2018-03-01,2018,A2219150203,70022085,153,103
2018-03-01,2018,A2219150203,70023031,7,25
2018-03-01,2018,A2219150203,70023032,10,20
2018-03-01,2018,A2219150203,70027208,29,13
2018-03-01,2018,A2219150203,80001019,15,77
2018-03-01,2018,A2219150203,80006155,229,233
2018-03-01,2018,A2219150203,80007195,477,680
2018-03-01,2018,A2219150203,80007196,784,533
2018-03-01,2018,A2219150203,90001020,14,7
2018-03-01,2018,A2219150203,90001021,19,26
2018-03-01,2018,A2219150203,90002001,302,691
2018-03-01,2018,A2219150203,90002003,303,772
2018-03-01,2018,A2219150203,90002004,297,783
2018-03-01,2018,A2219150203,90002005,103,739
2018-03-01,2018,A2219150203,90002007,469,253
2018-03-01,2018,A2219150203,90002008,224,283
2018-03-01,2018,A2219150203,90002009,351,332
2018-03-01,2018,A2219150203,90002011,331,765
2018-03-01,2018,A2219150203,90002012,357,952
2018-03-01,2018,A2219150203,90002013,464,856
2018-03-01,2018,A2219150203,90002015,193,177
2018-03-01,2018,A2219150203,90002016,298,1086
2018-03-01,2018,A2219150203,90003179,179,19
2018-03-01,2018,A2219150203,90003180,20,63
2018-03-01,2018,A2219150203,90006153,49,38
2018-03-01,2018,A2219150203,90006156,68,11
2018-03-01,2018,A2219150203,90007197,234,303
2018-03-01,2018,A2219150203,90008164,108,251
2018-03-01,2018,A2219150203,90008165,139,152
2018-03-01,2018,A2219150203,90008167,110,285
2018-03-01,2018,A2219150203,90008168,77,120
2018-03-01,2018,A2219150203,90011185,53,87
2018-03-01,2018,A2219150203,90011187,39,58
2018-03-01,2018,A2219150203,90011188,67,76
2018-03-01,2018,A2219150203,90011189,31,48
2018-03-01,2018,A2219150203,90011191,33,67
2018-03-01,2018,A2219150203,90011192,94,25
2018-03-01,2018,A2219150203,90013116,6,12
2018-03-01,2018,A2219150203,90013117,18,14
2018-03-01,2018,A2219150203,90013119,21,11
2018-03-01,2018,A2219150203,90013120,6,6
2018-03-01,2018,A2219150203,90013121,10,14
2018-03-01,2018,A2219150203,90013123,21,17
2018-03-01,2018,A2219150203,90013124,24,19
2018-03-01,2018,A2219150203,90016171,6,5
2018-03-01,2018,A2219150203,90016172,6,11
2018-03-01,2018,A2219150203,90016173,10,7
2018-03-01,2018,A2219150203,90016175,8,3
2018-03-01,2018,A2219150203,90016176,2,7
2018-03-01,2018,A2219150203,90022071,64,174
2018-03-01,2018,A2219150203,90022072,102,180
2018-03-01,2018,A2219150203,90022073,201,100
2018-03-01,2018,A2219150203,90022075,290,89
2018-03-01,2018,A2219150203,90022076,187,59
2018-03-01,2018,A2219150203,90022077,145,64
2018-03-01,2018,A2219150203,90022079,273,124
2018-03-01,2018,A2219150203,90022080,88,138
2018-03-01,2018,A2219150203,90022081,187,183
2018-03-01,2018,A2219150203,90022083,156,67
2018-03-01,2018,A2219150203,90023023,35,21
2018-03-01,2018,A2219150203,90023024,37,6
2018-03-01,2018,A2219150203,90023025,13,45
2018-03-01,2018,A2219150203,90023027,16,17
2018-03-01,2018,A2219150203,90023028,27,20
2018-03-01,2018,A2219150203,90023029,17,29
2018-03-01,2018,A2219150203,90027207,44,12
2018-03-01,2018,A2918150101,70002017,118,652
2018-03-01,2018,A2918150101,70003181,59,74
2018-03-01,2018,A2918150101,70006157,38,47
2018-03-01,2018,A2918150101,70007199,180,187
2018-03-01,2018,A2918150101,70008169,88,223
2018-03-01,2018,A2918150101,70011193,38,64
2018-03-01,2018,A2918150101,70013125,19,7
2018-03-01,2018,A2918150101,70016177,1,2
2018-03-01,2018,A2918150101,70022084,45,21
2018-03-01,2018,A2918150101,70022085,130,68
2018-03-01,2018,A2918150101,70023031,28,22
2018-03-01,2018,A2918150101,70023032,11,9
2018-03-01,2018,A2918150101,70027208,8,41
2018-03-01,2018,A2918150101,80001019,30,69
2018-03-01,2018,A2918150101,80006155,181,86
2018-03-01,2018,A2918150101,80007195,718,188
2018-03-01,2018,A2918150101,80007196,309,846
2018-03-01,2018,A2918150101,90001020,4,33
2018-03-01,2018,A2918150101,90001021,14,15
2018-03-01,2018,A2918150101,90002001,86,707
2018-03-01,2018,A2918150101,90002003,60,626
2018-03-01,2018,A2918150101,90002004,306,739
2018-03-01,2018,A2918150101,90002005,333,423
2018-03-01,2018,A2918150101,90002007,222,114
2018-03-01,2018,A2918150101,90002008,696,536
2018-03-01,2018,A2918150101,90002009,507,283
2018-03-01,2018,A2918150101,90002011,224,320
2018-03-01,2018,A2918150101,90002012,356,106
2018-03-01,2018,A2918150101,90002013,87,133
2018-03-01,2018,A2918150101,90002015,295,172
2018-03-01,2018,A2918150101,90002016,189,751
2018-03-01,2018,A2918150101,90003179,17,70
2018-03-01,2018,A2918150101,90003180,101,54
2018-03-01,2018,A2918150101,90006153,55,20
2018-03-01,2018,A2918150101,90006156,45,38
2018-03-01,2018,A2918150101,90007197,106,80
2018-03-01,2018,A2918150101,90008164,117,30
2018-03-01,2018,A2918150101,90008165,32,103
2018-03-01,2018,A2918150101,90008167,55,123
2018-03-01,2018,A2918150101,90008168,87,95
2018-03-01,2018,A2918150101,90011185,68,39
2018-03-01,2018,A2918150101,90011187,79,50
2018-03-01,2018,A2918150101,90011188,64,71
2018-03-01,2018,A2918150101,90011189,13,56
2018-03-01,2018,A2918150101,90011191,21,77
2018-03-01,2018,A2918150101,90011192,59,18
2018-03-01,2018,A2918150101,90013116,5,3
2018-03-01,2018,A2918150101,90013117,5,13
2018-03-01,2018,A2918150101,90013119,7,11
2018-03-01,2018,A2918150101,90013120,4,2
2018-03-01,2018,A2918150101,90013121,19,5
2018-03-01,2018,A2918150101,90013123,14,7
2018-03-01,2018,A2918150101,90013124,5,17
2018-03-01,2018,A2918150101,90016171,7,1
2018-03-01,2018,A2918150101,90016172,2,1
2018-03-01,2018,A2918150101,90016173,6,2
2018-03-01,2018,A2918150101,90016175,5,6
2018-03-01,2018,A2918150101,90016176,2,6
2018-03-01,2018,A2918150101,90022071,199,18
2018-03-01,2018,A2918150101,90022072,40,79
2018-03-01,2018,A2918150101,90022073,209,29
2018-03-01,2018,A2918150101,90022075,177,35
2018-03-01,2018,A2918150101,90022076,86,136
2018-03-01,2018,A2918150101,90022077,68,103
2018-03-01,2018,A2918150101,90022079,67,55
2018-03-01,2018,A2918150101,90022080,206,128
2018-03-01,2018,A2918150101,90022081,47,86
2018-03-01,2018,A2918150101,90022083,165,106
2018-03-01,2018,A2918150101,90023023,40,51
2018-03-01,2018,A2918150101,90023024,6,21
2018-03-01,2018,A2918150101,90023025,19,20
2018-03-01,2018,A2918150101,90023027,22,11
2018-03-01,2018,A2918150101,90023028,22,16
2018-03-01,2018,A2918150101,90023029,11,30
2018-03-01,2018,A2918150101,90027207,60,26
2018-03-01,2018,A2918150102,70002017,54,99
2018-03-01,2018,A2918150102,70003181,90,124
2018-03-01,2018,A2918150102,70006157,21,60
2018-03-01,2018,A2918150102,70007199,273,17
2018-03-01,2018,A2918150102,70008169,84,179
2018-03-01,2018,A2918150102,70011193,17,27
2018-03-01,2018,A2918150102,70013125,11,9
2018-03-01,2018,A2918150102,70016177,8,2
2018-03-01,2018,A2918150102,70022084,55,36
2018-03-01,2018,A2918150102,70022085,33,72
2018-03-01,2018,A2918150102,70023031,27,34
2018-03-01,2018,A2918150102,70023032,5,32
2018-03-01,2018,A2918150102,70027208,13,42
2018-03-01,2018,A2918150102,80001019,60,37
2018-03-01,2018,A2918150102,80006155,110,165
2018-03-01,2018,A2918150102,80007195,663,524
2018-03-01,2018,A2918150102,80007196,557,256
2018-03-01,2018,A2918150102,90001020,9,31
2018-03-01,2018,A2918150102,90001021,5,38
2018-03-01,2018,A2918150102,90002001,369,156
2018-03-01,2018,A2918150102,90002003,246,263
2018-03-01,2018,A2918150102,90002004,349,732
2018-03-01,2018,A2918150102,90002005,128,118
2018-03-01,2018,A2918150102,90002007,411,118
2018-03-01,2018,A2918150102,90002008,431,625
2018-03-01,2018,A2918150102,90002009,322,646
2018-03-01,2018,A2918150102,90002011,428,272
2018-03-01,2018,A2918150102,90002012,244,316
2018-03-01,2018,A2918150102,90002013,131,360
2018-03-01,2018,A2918150102,90002015,183,86
2018-03-01,2018,A2918150102,90002016,257,505
2018-03-01,2018,A2918150102,90003179,43,111
2018-03-01,2018,A2918150102,90003180,126,36
2018-03-01,2018,A2918150102,90006153,30,53
2018-03-01,2018,A2918150102,90006156,21,22
2018-03-01,2018,A2918150102,90007197,196,206
2018-03-01,2018,A2918150102,90008164,26,46
2018-03-01,2018,A2918150102,90008165,32,156
2018-03-01,2018,A2918150102,90008167,116,116
2018-03-01,2018,A2918150102,90008168,69,84
2018-03-01,2018,A2918150102,90011185,72,32
2018-03-01,2018,A2918150102,90011187,10,46
2018-03-01,2018,A2918150102,90011188,27,24
2018-03-01,2018,A2918150102,90011189,52,10
2018-03-01,2018,A2918150102,90011191,36,61
2018-03-01,2018,A2918150102,90011192,31,56
2018-03-01,2018,A2918150102,90013116,9,15
2018-03-01,2018,A2918150102,90013117,6,11
2018-03-01,2018,A2918150102,90013119,16,6
2018-03-01,2018,A2918150102,90013120,10,6
2018-03-01,2018,A2918150102,90013121,11,9
2018-03-01,2018,A2918150102,90013123,10,6
2018-03-01,2018,A2918150102,90013124,13,17
2018-03-01,2018,A2918150102,90016171,6,9
2018-03-01,2018,A2918150102,90016172,8,5
2018-03-01,2018,A2918150102,90016173,6,1
2018-03-01,2018,A2918150102,90016175,8,8
2018-03-01,2018,A2918150102,90016176,3,2
2018-03-01,2018,A2918150102,90022071,108,96
2018-03-01,2018,A2918150102,90022072,120,46
2018-03-01,2018,A2918150102,90022073,205,19
2018-03-01,2018,A2918150102,90022075,52,146
2018-03-01,2018,A2918150102,90022076,29,23
2018-03-01,2018,A2918150102,90022077,73,155
2018-03-01,2018,A2918150102,90022079,27,50
2018-03-01,2018,A2918150102,90022080,76,142
2018-03-01,2018,A2918150102,90022081,153,79
2018-03-01,2018,A2918150102,90022083,87,42
2018-03-01,2018,A2918150102,90023023,5,18
2018-03-01,2018,A2918150102,90023024,29,5
2018-03-01,2018,A2918150102,90023025,16,16
2018-03-01,2018,A2918150102,90023027,24,8
2018-03-01,2018,A2918150102,90023028,21,25
2018-03-01,2018,A2918150102,90023029,30,37
2018-03-01,2018,A2918150102,90027207,40,39
2018-03-01,2018,A2918150103,70002017,431,306
2018-03-01,2018,A2918150103,70003181,25,70
2018-03-01,2018,A2918150103,70006157,54,38
2018-03-01,2018,A2918150103,70007199,234,66
2018-03-01,2018,A2918150103,70008169,104,101
2018-03-01,2018,A2918150103,70011193,81,26
2018-03-01,2018,A2918150103,70013125,8,18
2018-03-01,2018,A2918150103,70016177,8,5
2018-03-01,2018,A2918150103,70022084,108,90
2018-03-01,2018,A2918150103,70022085,182,112
2018-03-01,2018,A2918150103,70023031,16,19
2018-03-01,2018,A2918150103,70023032,12,7
2018-03-01,2018,A2918150103,70027208,58,34
2018-03-01,2018,A2918150103,80001019,38,51
2018-03-01,2018,A2918150103,80006155,154,265
2018-03-01,2018,A2918150103,80007195,484,418
2018-03-01,2018,A2918150103,80007196,427,102
2018-03-01,2018,A2918150103,90001020,9,40
2018-03-01,2018,A2918150103,90001021,18,29
2018-03-01,2018,A2918150103,90002001,304,615
2018-03-01,2018,A2918150103,90002003,310,247
2018-03-01,2018,A2918150103,90002004,136,618
2018-03-01,2018,A2918150103,90002005,258,460
2018-03-01,2018,A2918150103,90002007,268,552
2018-03-01,2018,A2918150103,90002008,378,404
2018-03-01,2018,A2918150103,90002009,422,338
2018-03-01,2018,A2918150103,90002011,435,414
2018-03-01,2018,A2918150103,90002012,82,153
2018-03-01,2018,A2918150103,90002013,408,746
2018-03-01,2018,A2918150103,90002015,424,608
2018-03-01,2018,A2918150103,90002016,240,675
2018-03-01,2018,A2918150103,90003179,61,104
2018-03-01,2018,A2918150103,90003180,112,13
2018-03-01,2018,A2918150103,90006153,33,48
2018-03-01,2018,A2918150103,90006156,13,10
2018-03-01,2018,A2918150103,90007197,185,97
2018-03-01,2018,A2918150103,90008164,95,76
2018-03-01,2018,A2918150103,90008165,50,175
2018-03-01,2018,A2918150103,90008167,125,118
2018-03-01,2018,A2918150103,90008168,87,93
2018-03-01,2018,A2918150103,90011185,28,21
2018-03-01,2018,A2918150103,90011187,10,80
2018-03-01,2018,A2918150103,90011188,41,33
2018-03-01,2018,A2918150103,90011189,18,50
2018-03-01,2018,A2918150103,90011191,22,26
2018-03-01,2018,A2918150103,90011192,33,25
2018-03-01,2018,A2918150103,90013116,8,8
2018-03-01,2018,A2918150103,90013117,8,5
2018-03-01,2018,A2918150103,90013119,16,5
2018-03-01,2018,A2918150103,90013120,5,2
2018-03-01,2018,A2918150103,90013121,15,17
2018-03-01,2018,A2918150103,90013123,12,12
2018-03-01,2018,A2918150103,90013124,6,6
2018-03-01,2018,A2918150103,90016171,4,4
2018-03-01,2018,A2918150103,90016172,1,7
2018-03-01,2018,A2918150103,90016173,5,2
2018-03-01,2018,A2918150103,90016175,8,1
2018-03-01,2018,A2918150103,90016176,1,4
2018-03-01,2018,A2918150103,90022071,77,90
2018-03-01,2018,A2918150103,90022072,63,105
2018-03-01,2018,A2918150103,90022073,215,106
2018-03-01,2018,A2918150103,90022075,46,118
2018-03-01,2018,A2918150103,90022076,87,67
2018-03-01,2018,A2918150103,90022077,135,36
2018-03-01,2018,A2918150103,90022079,158,128
2018-03-01,2018,A2918150103,90022080,71,57
2018-03-01,2018,A2918150103,90022081,326,128
2018-03-01,2018,A2918150103,90022083,103,154
2018-03-01,2018,A2918150103,90023023,30,8
2018-03-01,2018,A2918150103,90023024,19,29
2018-03-01,2018,A2918150103,90023025,18,7
2018-03-01,2018,A2918150103,90023027,7,21
2018-03-01,2018,A2918150103,90023028,8,30
2018-03-01,2018,A2918150103,90023029,20,20
2018-03-01,2018,A2918150103,90027207,26,19
2018-03-01,2018,A2918150104,70002017,103,204
2018-03-01,2018,A2918150104,70003181,107,55
2018-03-01,2018,A2918150104,70006157,9,67
2018-03-01,2018,A2918150104,70007199,272,49
2018-03-01,2018,A2918150104,70008169,80,26
2018-03-01,2018,A2918150104,70011193,40,62
2018-03-01,2018,A2918150104,70013125,4,15
2018-03-01,2018,A2918150104,70016177,6,4
2018-03-01,2018,A2918150104,70022084,83,119
2018-03-01,2018,A2918150104,70022085,188,65
2018-03-01,2018,A2918150104,70023031,6,12
2018-03-01,2018,A2918150104,70023032,18,16
2018-03-01,2018,A2918150104,70027208,53,44
2018-03-01,2018,A2918150104,80001019,49,139
2018-03-01,2018,A2918150104,80006155,228,93
2018-03-01,2018,A2918150104,80007195,911,336
2018-03-01,2018,A2918150104,80007196,873,401
2018-03-01,2018,A2918150104,90001020,10,9
2018-03-01,2018,A2918150104,90001021,9,33
2018-03-01,2018,A2918150104,90002001,427,139
2018-03-01,2018,A2918150104,90002003,383,108
2018-03-01,2018,A2918150104,90002004,57,247
2018-03-01,2018,A2918150104,90002005,217,120
2018-03-01,2018,A2918150104,90002007,85,399
2018-03-01,2018,A2918150104,90002008,702,738
2018-03-01,2018,A2918150104,90002009,159,644
2018-03-01,2018,A2918150104,90002011,296,460
2018-03-01,2018,A2918150104,90002012,221,385
2018-03-01,2018,A2918150104,90002013,271,264
2018-03-01,2018,A2918150104,90002015,403,436
2018-03-01,2018,A2918150104,90002016,248,377
2018-03-01,2018,A2918150104,90003179,51,59
2018-03-01,2018,A2918150104,90003180,114,110
2018-03-01,2018,A2918150104,90006153,25,58
2018-03-01,2018,A2918150104,90006156,8,46
2018-03-01,2018,A2918150104,90007197,225,27
2018-03-01,2018,A2918150104,90008164,88,27
2018-03-01,2018,A2918150104,90008165,67,27
2018-03-01,2018,A2918150104,90008167,49,125
2018-03-01,2018,A2918150104,90008168,22,118
2018-03-01,2018,A2918150104,90011185,29,71
2018-03-01,2018,A2918150104,90011187,59,27
2018-03-01,2018,A2918150104,90011188,11,33
2018-03-01,2018,A2918150104,90011189,28,23
2018-03-01,2018,A2918150104,90011191,65,41
2018-03-01,2018,A2918150104,90011192,66,43
2018-03-01,2018,A2918150104,90013116,7,14
2018-03-01,2018,A2918150104,90013117,4,3
2018-03-01,2018,A2918150104,90013119,12,9
2018-03-01,2018,A2918150104,90013120,12,12
2018-03-01,2018,A2918150104,90013121,11,17
2018-03-01,2018,A2918150104,90013123,7,14
2018-03-01,2018,A2918150104,90013124,4,8
2018-03-01,2018,A2918150104,90016171,5,3
2018-03-01,2018,A2918150104,90016172,8,2
2018-03-01,2018,A2918150104,90016173,2,3
2018-03-01,2018,A2918150104,90016175,4,8
2018-03-01,2018,A2918150104,90016176,7,6
2018-03-01,2018,A2918150104,90022071,52,120
2018-03-01,2018,A2918150104,90022072,103,32
2018-03-01,2018,A2918150104,90022073,209,109
2018-03-01,2018,A2918150104,90022075,118,81
2018-03-01,2018,A2918150104,90022076,59,132
2018-03-01,2018,A2918150104,90022077,109,73
2018-03-01,2018,A2918150104,90022079,97,120
2018-03-01,2018,A2918150104,90022080,101,135
2018-03-01,2018,A2918150104,90022081,247,55
2018-03-01,2018,A2918150104,90022083,132,137
2018-03-01,2018,A2918150104,90023023,30,30
2018-03-01,2018,A2918150104,90023024,3,17
2018-03-01,2018,A2918150104,90023025,16,19
2018-03-01,2018,A2918150104,90023027,21,26
2018-03-01,2018,A2918150104,90023028,26,28
2018-03-01,2018,A2918150104,90023029,18,14
2018-03-01,2018,A2918150104,90027207,61,21
2018-03-01,2018,A2918150105,70002017,53,221
2018-03-01,2018,A2918150105,70003181,110,76
2018-03-01,2018,A2918150105,70006157,58,61
2018-03-01,2018,A2918150105,70007199,172,92
2018-03-01,2018,A2918150105,70008169,37,123
2018-03-01,2018,A2918150105,70011193,29,9
2018-03-01,2018,A2918150105,70013125,3,16
2018-03-01,2018,A2918150105,70016177,3,6
2018-03-01,2018,A2918150105,70022084,126,99
2018-03-01,2018,A2918150105,70022085,200,107
2018-03-01,2018,A2918150105,70023031,15,5
2018-03-01,2018,A2918150105,70023032,20,10
2018-03-01,2018,A2918150105,70027208,29,6
2018-03-01,2018,A2918150105,80001019,76,145
2018-03-01,2018,A2918150105,80006155,39,39
2018-03-01,2018,A2918150105,80007195,323,689
2018-03-01,2018,A2918150105,80007196,765,415
2018-03-01,2018,A2918150105,90001020,12,7
2018-03-01,2018,A2918150105,90001021,18,7
2018-03-01,2018,A2918150105,90002001,68,669
2018-03-01,2018,A2918150105,90002003,173,472
2018-03-01,2018,A2918150105,90002004,321,554
2018-03-01,2018,A2918150105,90002005,66,330
2018-03-01,2018,A2918150105,90002007,166,708
2018-03-01,2018,A2918150105,90002008,669,971
2018-03-01,2018,A2918150105,90002009,206,521
2018-03-01,2018,A2918150105,90002011,72,580
2018-03-01,2018,A2918150105,90002012,372,175
2018-03-01,2018,A2918150105,90002013,158,380
2018-03-01,2018,A2918150105,90002015,225,138
2018-03-01,2018,A2918150105,90002016,410,337
2018-03-01,2018,A2918150105,90003179,108,81
2018-03-01,2018,A2918150105,90003180,126,103
2018-03-01,2018,A2918150105,90006153,8,48
2018-03-01,2018,A2918150105,90006156,36,39
2018-03-01,2018,A2918150105,90007197,220,166
2018-03-01,2018,A2918150105,90008164,86,27
2018-03-01,2018,A2918150105,90008165,122,99
2018-03-01,2018,A2918150105,90008167,116,113
2018-03-01,2018,A2918150105,90008168,52,231
2018-03-01,2018,A2918150105,90011185,69,23
2018-03-01,2018,A2918150105,90011187,16,9
2018-03-01,2018,A2918150105,90011188,78,12
2018-03-01,2018,A2918150105,90011189,23,47
2018-03-01,2018,A2918150105,90011191,8,50
2018-03-01,2018,A2918150105,90011192,61,29
2018-03-01,2018,A2918150105,90013116,8,14
2018-03-01,2018,A2918150105,90013117,6,8
2018-03-01,2018,A2918150105,90013119,4,3
2018-03-01,2018,A2918150105,90013120,14,9
2018-03-01,2018,A2918150105,90013121,9,13
2018-03-01,2018,A2918150105,90013123,15,17
2018-03-01,2018,A2918150105,90013124,18,3
2018-03-01,2018,A2918150105,90016171,5,4
2018-03-01,2018,A2918150105,90016172,8,5
2018-03-01,2018,A2918150105,90016173,2,1
2018-03-01,2018,A2918150105,90016175,2,2
2018-03-01,2018,A2918150105,90016176,4,3
